Date,A,B,C,D,E,F,G,H,I,J,K,L,M,N
20150422,11.6,6.9,2.3,969.75,53.46,3.8,19.7,3,-0.1,14.1,0,0,11.817,0
20150423,6.7,6.4,4.5,965.88,67.17,2,12.1,-1.1,-3,6.7,0,0,7.533,0
20150424,8.8,6.7,0.8,963.35,65,1.4,17.9,-1.9,-3.6,6.2,0,0,12.85,0
20150425,12.1,9.6,6.5,960.13,70.79,1.8,19.7,0.6,-1.9,8.7,3.1,6,5.5,0
20150426,14.9,11.7,5.9,957.14,70.88,2.7,20.2,10,5.6,10.3,0,0,7.467,0
20150427,15.5,11.2,5.8,949.3,67.5,2,22.8,5,2.2,9.9,15.2,8,10.967,0
20150428,8.6,9.5,7,960.23,83.83,5,12.7,3.6,0.8,14.2,5.6,6,0.267,0
20150429,7.8,7.4,5.3,966.3,72.17,3,13.5,-0.9,-2.7,11.8,0.5,6,12.133,0
20150430,10.3,9,7.2,963.41,73.71,3.2,15.1,5.6,4.9,11.3,7.1,6,4.483,0
20150501,8.7,10.7,8,955.9,94.71,2.7,9.7,7.7,7.5,6.7,26.6,6,0,0
20150502,10.8,10.7,7.6,958.97,82.83,1.8,14.3,7.9,7.7,5.1,5.5,6,0.617,0
20150503,13.8,14.7,7.7,957.47,92.5,3.3,16.6,10.4,10,9.1,7.4,6,0,0
20150504,17.2,15.8,6.6,959.62,81.08,2.4,20.9,14.3,13.1,6.7,0,6,1.467,0
20150505,18.7,15.3,7.3,956.78,73.63,2.6,25.7,12,9.7,9.4,10.8,6,3.867,0
20150506,12.4,12.8,6.3,964.22,88.38,2.8,14.4,8,5.9,8.9,14.6,6,3.45,0
20150507,13,10.2,5.3,967.23,70.54,2.4,18.2,7,4.7,8.2,0,0,9.967,0
20150508,14.8,11.8,6.1,963.54,70.96,2,22.3,6.9,4.6,7.7,0.1,6,10.9,0
20150509,14,13.2,7.2,968.28,82.71,4.1,18.1,9.5,6.9,20.7,3.8,6,0.667,0
20150510,14.1,10.8,4.8,974,69.54,3.4,19.6,7,4.4,12.2,0,0,11.15,0
20150511,14.3,10.9,5.1,972.88,70.58,2.2,21.8,5,2.6,9.8,0,0,12.05,0
20150512,18.7,12.2,7,967.87,60.33,2.4,27,7.3,4.5,8.6,0,6,11.417,0
20150513,17.6,13.8,6.8,964.89,68.83,2.3,21.4,13.3,11.7,15.6,13.8,6,5.85,-999
20150514,15.2,12.9,7,959.28,75.58,3,18.8,11.4,10,8.6,0.1,6,3.883,-999
20150515,12.6,12.7,7.1,960.35,87,1.7,15.8,7.2,6,8.1,0.4,6,0,-999
20150516,14.2,10.9,4.3,969.51,70.63,3,20,5.7,5,9.9,1,6,11.233,-999
20150517,13.9,11.7,7.3,971.3,74.17,2,18,10.8,9.1,5.8,0.4,6,4.167,-999
20150518,16.4,12.6,3.8,960.65,70.04,1.7,23.6,7.2,4.9,6.2,2.5,6,13.75,-999
20150519,13.9,13.5,7.8,958.13,85.54,3.6,18.7,10.1,9.2,9.8,21.5,6,0.55,-999
20150520,7.9,9.9,8,963.03,92.58,2.7,10.1,6.7,6.5,7.7,18.9,6,0,-999
20150521,9.2,10.2,7.9,969.9,88.08,1.9,12.3,6.9,6.3,6.2,2,6,0,-999
20150522,11,9.8,7.1,971.05,77.25,2.3,15.5,5.6,3.8,7.7,0,0,4.283,-999
20150523,11.2,10.3,7.6,966.1,78.83,2.3,16.6,7.1,5.8,9.6,7.9,6,0,-999
20150524,11.6,11.7,7.8,966.34,86.33,1.7,15.5,8.5,8.2,5.7,0.3,6,0.3,-999
20150525,13.3,12.6,7.2,962.53,83.5,1.7,19,10,9.6,12.2,3.2,6,3.467,-999
20150526,12.1,10.5,7.5,964,74.96,3.3,15.8,9.3,7.8,9.8,0.1,6,1.083,-999
20150527,9.7,8.5,5.8,969.57,71.88,2.7,13.6,3.9,2,8.7,0,6,1.833,-999
20150528,12.7,9,5.8,965.44,65,2,20.4,3,0.8,9.9,0,0,12.4,0
20150529,16.4,11.4,6.1,960.83,62.92,1.9,23.6,7.1,5.3,9.3,0.7,6,9.833,0
20150530,15,12.3,6.5,963.5,72.58,3.8,19.1,10.9,9.4,14.2,0,6,8.767,0
20150531,16.3,12,7,964.87,66.5,1.7,21.5,9.4,7.2,8.6,0,0,6.617,0
20150601,18.8,14,5.5,964.78,67.33,2.8,25.5,11.7,9.4,9.6,1.3,6,8.517,0
20150602,19.7,15.3,5.7,966.85,69.29,2.9,25.5,13.9,11.2,10.1,0,0,12.533,0
20150603,21.4,14.5,2.1,969.79,60.25,3,27.8,12.4,10.5,10.5,0,0,14.217,0
20150604,20.7,15.5,1,972.32,65.29,2,26.5,11.8,9.7,7.9,0,0,14.95,0
20150605,21.2,16.2,0.3,969.55,66.33,2.4,27.9,12.2,9.9,7.5,0,0,15,0
20150606,22.4,18.5,3.7,970.09,70.58,2.2,30.4,12.5,10.5,18.3,14.6,6,11.533,0
20150607,21.3,18.3,4.8,971.88,74.21,2.8,26.9,15.5,14.5,7.2,13.2,6,11.283,0
20150608,16.5,16.6,7.6,968.79,88.29,2.9,19.9,12.6,12.3,8.4,4,6,0.967,0
20150609,12.5,13.3,8,969.7,91.63,2.8,13.6,11.6,11.5,6.2,0,6,0,0
20150610,15,14.3,7.9,969.86,84,3,18.6,11.5,11.5,8.4,0.1,6,0.15,0
20150611,18.3,16.6,6.9,966.38,79.5,1.9,22.9,14.4,13.5,6.2,0,0,2.967,0
20150612,21.2,16.5,3.2,960.8,69.63,1.2,29.1,12,10.2,4.6,0,0,13.383,0
20150613,20.5,17.8,5.8,959.64,75.08,2.4,25.7,14.1,12.4,11.8,5.5,6,6.317,0
20150614,19.9,18.1,6.7,957.99,78.67,1.9,25.2,15.2,13.9,13.7,23.9,6,8.083,0
20150615,15.8,16.6,8,962.41,92.63,3.1,17.2,14.2,13.4,11.7,8.3,6,0,0
20150616,15.2,14,6.3,966.94,81.96,1.9,19.2,11.7,10.6,6,0,6,4.617,0
20150617,14.7,11.5,5.6,968.98,70.54,2.4,19.9,10.5,8.9,7.7,0,0,9.467,0
20150618,14.2,14.1,7.8,964.93,86.75,4.5,17.6,10.1,8.3,12.7,11.2,6,0,0
20150619,13.4,11.6,7,964.7,75.71,3.4,15.9,11.3,10.6,10.5,0.2,6,2.083,0
20150620,12,10.6,7,966.38,75.46,3.2,15.9,9.3,8.2,10.8,0.7,6,2.5,0
20150621,13.5,11.8,7,966.38,76.88,3.8,17.7,9.5,8.6,9.8,0.6,6,1.517,0
20150622,15.1,13.7,7.5,960.98,81.08,4.7,21.6,11.7,10.4,15.4,9,6,4.25,0
20150623,13.2,10.5,5.5,961.35,70.13,5.9,17.5,10.1,9,12.9,0.2,6,10.05,0
20150624,13.9,11,4.5,969.65,72,2,19.3,7.7,5.6,6.2,0,0,7.4,0
20150625,14.7,11.3,4,971,71.17,1,21.7,5.6,4.3,4.1,0,6,11.383,0
20150626,17.9,12.9,5.4,969.23,66.25,1.2,25.1,7.5,6.2,6.2,0,6,11.367,0
20150627,18.3,16.5,7.2,966.26,78.63,2.4,22.5,14,12.7,11.1,2,6,2.6,0
20150628,17.9,14.4,4.9,969.25,72.21,2.2,22.7,12.5,10.8,6.7,0,0,10.033,0
20150629,18.8,14.8,6.2,969.48,71.42,1.6,25.4,12.4,11.3,6.7,0,0,8.033,0
20150630,20.5,15.1,3.2,968.86,67.04,1.1,27.8,11.4,9.9,4.6,0,0,13.117,0
20150701,21.7,16.7,0,968.5,68.17,2.2,28.6,12.9,10.9,8.2,0,0,15.1,0
20150702,22.1,17.4,1.6,970.32,68.79,2,29.7,12.4,10.6,6.9,0,0,14.433,0
20150703,23.6,19.7,3.1,972.46,70.04,1.5,31.4,12.5,10.2,6.3,0,0,13.967,0
20150704,24.6,20.4,1.8,970.13,69.25,1.5,32.3,15.5,13.6,5.3,0,0,13.733,0
20150705,25.7,20,1.6,965.86,65.25,2.1,33.7,16.3,15.2,7.7,1,6,13.3,0
20150706,24,21.2,3.8,967.93,72.38,3,29.1,17.8,16,10.8,0,0,8.733,0
20150707,26.2,20.3,2,961.53,63.63,2.1,34.9,15.6,13.8,12,6.8,6,13.883,0
20150708,19.1,16.9,6.7,961.88,75.96,3.5,22.2,14,13,11.5,3.6,6,2.333,0
20150709,16.3,11.9,6,967.3,64.67,4.3,19.6,9.4,7.2,14.9,1.5,6,4.3,0
20150710,15.4,10.7,1.3,970.01,65.38,1.4,22.4,6.6,4.7,8.4,0,0,14.433,0
20150711,19.2,14.5,2.6,965.62,68.08,1.8,29.7,7.6,5.8,9.4,0.2,6,11.85,-999
20150712,22,13.7,4.8,965.53,55.42,3.4,28.8,12.6,10.1,9.6,0,6,12.25,-999
20150713,18.5,14.3,7.6,967.13,67.25,3.3,21.4,15.6,15.2,9.3,0.9,6,0.017,-999
20150714,21,16.5,7,966.54,68.63,3,26.6,15.5,15.2,10.1,0,6,1.35,-999
20150715,21.6,16.3,3.5,967.9,65.08,1.7,27.4,15.4,13.2,6.2,0,0,9.833,-999
20150716,23.3,17.4,1,966.35,65.13,1.4,31.2,12.8,11,5.7,0,0,14.183,-999
20150717,25,16.5,3.1,965.57,57.67,2.2,34.7,14.5,12.7,15.6,0,0,11.55,-999
20150718,22.5,17,4,966.3,65.54,2.3,30.6,13.4,11.8,11,0,6,8.617,-999
20150719,23.4,18.4,5,961.87,67.67,3.2,30.8,15.6,13.9,10.8,1.2,6,9.1,-999
20150720,23.3,19.1,4.8,964.06,69.71,2,29.3,18.6,17.3,7.7,0,0,8.667,-999
20150721,24.9,18.2,1.8,964.23,62.42,1.6,33.3,16.2,15.4,8.6,0,0,12.55,-999
20150722,25.2,17.9,3.4,962.31,60.79,2.5,35.1,14.8,13.1,14.1,0,6,11.1,0
20150723,21.6,18.9,7,964.01,74.04,2.8,25.1,18.1,17.3,9.3,1.2,6,3.617,0
20150724,22.9,18.8,6,959.41,69,2.3,28.7,15.1,13.6,17.7,0,6,9.383,0
20150725,20.9,13.6,6,959.23,55.25,5.5,26.7,11.8,9.6,15.4,0,0,2.35,0
20150726,16.7,10.1,3.9,962.53,55.46,2.7,22.7,8.7,4.7,11.1,3.6,6,12.617,0
20150727,17.9,13.7,5.3,956.88,69.17,5.4,25.3,13.3,11.8,18,0.4,6,9.65,0
20150728,19.2,12,7,958.55,54.58,5.6,23.3,12.8,11.3,15.6,1.6,6,2.567,0
20150729,15.6,13.6,6.2,960.23,77.04,4,21.3,9.9,6.4,14.2,0.2,6,3.05,0
20150730,15.8,9.6,3.2,963.85,58.75,2.7,22.7,6.3,3.1,10.1,0,0,11.733,0
20150731,17.6,9.6,4.9,964.52,51.04,2.3,24.2,9.9,7.9,8.2,0,0,12.067,0
20150801,17.4,12.4,7,963.04,62.54,2.1,21.8,10.7,8.6,10.3,0.3,6,2.3,0
20150802,18.5,15.6,4.7,967.25,75.13,2.4,24.8,12.2,9.3,6.7,0,6,5.55,0
20150803,19.5,14.3,0.6,966.66,68.46,1.9,28.3,9.5,6.5,6.2,0,0,12.7,0
20150804,22.3,15.6,4,964.06,63.33,2.5,32.5,10.7,8.1,13.5,0,0,10.9,0
20150805,21.9,16.8,1.5,966.24,68.04,2.1,30.1,13,10.9,9.6,0,0,13.55,0
20150806,24,15.8,2.5,965.38,60.25,1.4,34,11.8,9.6,6.7,0,0,13.817,0
20150807,25,16,1.8,964.64,57.46,1.8,35.3,12.9,11,8.6,0,0,13.783,0
20150808,25.6,17.3,3.2,965.57,57.21,2.7,35.1,14.2,12.3,11,0.4,6,11.9,0
20150809,25.5,18.2,2.7,964.3,59.71,3,34,15.6,13.9,12.2,0,0,12.367,0
20150810,24,19.3,3.5,962.67,66.63,2.8,30.5,17.8,15.9,8.1,0,0,8.083,0
20150811,23.6,17.9,1.8,964.01,65.46,2.3,32.3,14.7,12.1,6.9,0,0,11.467,0
20150812,23.5,15,1.4,966.46,58.58,1.4,33.6,13.1,11.4,9.9,0,0,12.833,0
20150813,24.9,14.4,1.6,962.47,52.17,2.6,34.2,13.4,11.4,9.8,0,0,12.583,0
20150814,23.7,17.6,5,958.71,63.04,3.6,32.3,16.9,14.6,14.2,0.4,6,9.333,0
20150815,20,17.4,6.7,958.99,75.96,3.1,26.1,16,14.3,11.1,3.2,6,4.2,0
20150816,16.8,16.7,7.5,959.67,87.79,2.9,19.7,15.2,14.2,7.2,3.5,6,0.2,0
20150817,15.2,15.5,7.9,961.06,89.38,2.8,16.4,13.1,11.7,6.7,4.3,6,0,0
20150818,16.4,13.3,4.3,963.23,73.75,1.6,22.3,9.9,7.8,6.9,0,0,7.283,0
20150819,16.5,13.1,7.5,966.73,71,2.5,20.3,12.9,11.7,8.1,0,6,0.133,0
20150820,16.4,13.6,7,971.01,75.04,2.9,22,11.4,9.4,7.2,3.3,6,2.233,0
20150821,15.8,14.2,5,971.88,81.46,1.7,22.2,9.5,7.4,7.4,0,0,3.883,0
20150822,16.7,11.5,1.1,967.05,66,2.3,24.9,7.1,5.6,9.1,0,0,12.117,0
20150823,18,13.5,3.5,958.87,68.29,2.5,27.6,8.3,5.1,19.7,16.8,6,10.95,0
20150824,19.7,17.5,6.1,957.08,79.04,3.1,28.4,14.2,13.4,24,15.4,8,7.633,0
20150825,16,12.8,4.8,966.68,72.71,3.4,21.7,8.9,6.8,9.8,0,6,7.133,0
20150826,16.4,11.7,2,966.65,68.96,1.7,25.8,7,5,8.6,0,0,13.167,0
20150827,20,14.4,4.9,962.96,66.96,1.5,30.1,7.9,6.2,6.9,0,0,10.217,0
20150828,22.7,16.7,4.7,966.6,64.79,2.6,31.4,13.2,11.2,10.6,0,6,9.267,0
20150829,22.5,18.4,1.1,970.01,71.58,1.3,31.3,13.5,11.7,5.7,0,0,12.817,0
20150830,23.9,19.6,0.5,967.03,69.92,1.3,33.2,15.1,13.8,6.7,0,0,12.65,0
20150831,23.8,17.3,0.7,962.86,63.5,2.4,32.4,15.2,13.1,7,0,0,12.433,0
20150901,21,16,3.5,960.38,68.38,3,31.7,13.1,11.5,19.7,15.4,6,7.933,0
20150902,15,15.6,7.4,964.84,90.96,1.8,16.1,11.6,10.2,7,6.3,6,0,0
20150903,14.8,15.6,7.9,962.79,92.58,2,18.3,11.8,10.7,7.2,3.3,6,0.017,0
20150904,15.4,12.8,5.9,963.67,75.08,2.2,20.1,11,9.3,6.3,0,6,5.067,0
20150905,14.2,10.3,7.3,964.31,63.96,3.8,18,10.3,9.7,12,5.7,6,1.983,0
20150906,11.4,9.3,6.1,969.4,70.25,4.6,15.9,6.1,3.6,11.1,0.4,6,4.1,-999
20150907,11.1,9.8,6.8,972.32,74.83,3.9,14.6,5.9,3,10.1,0.6,6,0,-999
20150908,12.8,11.2,5,971.23,77.58,1.5,17.5,8.1,5.9,6.2,0,0,7.25,-999
20150909,12.4,10.1,4.6,968.73,72.67,2.1,18.2,6.7,4.3,8.7,0,0,6.45,0
20150910,10.6,9.9,4,967.16,79.08,3,17.7,4.9,1.8,9.8,0,0,4.95,0
20150911,12.2,10.7,3.3,965.48,77.54,1.4,20.3,2.1,0.2,6.9,0,0,9.65,0
20150912,15.5,12.3,3,965.08,73.71,1.9,24.4,5.7,3.6,8.6,0,6,8.267,0
20150913,17.3,14.2,3.9,959.65,74.63,2.3,25.5,8.5,5.5,10.8,0.1,6,7.417,0
20150914,14.1,14.3,6.7,956.97,88.71,3.2,16.5,9.5,6.4,9.3,2.8,6,1.367,0
20150915,15.3,11.8,7.5,959.34,70.63,1.8,20.5,10.4,7.8,9.8,0,0,3.567,0
20150916,19.4,13.4,5.5,951.19,62.75,2.8,29,8.5,5.7,7.5,0,0,6.65,0
20150917,17.2,13,4.9,954.72,68.75,3.8,30.3,11.6,8.8,18.7,0.1,6,7.1,0
20150918,14.5,13.2,6.8,966.41,80.58,1.5,18.3,10.8,8.5,7.7,0.7,6,2.933,0
20150919,13.7,11.9,4.3,969.58,78.13,1.7,19.8,6.6,5,6.2,0,6,7.217,0
20150920,12.1,11.2,6.2,970.48,80.38,2.5,16.8,7.5,4.8,7.7,0,0,1.067,0
20150921,11.5,9.4,2.5,964.9,73.75,1.7,18.4,4.4,1.5,8.4,0,0,11.583,0
20150922,12.3,11.1,7.2,956.38,79.21,2,19.1,3.6,1.4,8.2,7.2,6,3.683,0
20150923,11.1,11.1,7.5,960.23,83.79,4.3,13.3,9.3,8.1,11,0.4,6,0,0
20150924,10.7,11.1,6.2,968.35,86.63,1.7,13.7,4.5,2.3,4.1,0,0,0.167,0
20150925,11.6,11.1,7,969.44,82.58,1,17.1,3.8,2,3.6,0,6,0.95,0
20150926,12.7,12.3,7.9,970.68,84.33,1.7,16.2,10.7,9.8,8.4,0,6,0,0
20150927,12,9.5,7.1,975.56,68.88,3.2,16.3,7.6,5.1,9.8,0,0,1.283,0
20150928,9.9,8.3,5.7,979.22,69.58,2.8,14.9,6.1,1.5,9.3,0,0,1.083,0
20150929,9.6,7.9,2.6,978.23,67.75,4.8,15.4,2.4,-1.9,15.4,0,0,7.2,0
20150930,9.8,7.3,1.1,976.75,61.21,5.3,15.7,5.6,2.9,14.9,0,0,10.15,0
20151001,10.2,7.3,0.3,973.48,60.71,4.4,17.1,3.3,0.3,10.8,0,0,11.2,0
20151002,11,8.9,0.7,968.86,70,3.1,18.7,2.4,-1.5,9.3,0,0,11.067,0
20151003,12.5,11.2,3.7,964,79.71,1.6,21.4,5.4,2.8,7.2,0,6,6.817,0
20151004,9.1,10.6,5.3,965.36,91.71,2.7,13.9,1.7,-0.2,13.9,0.4,6,0.85,0
20151005,10.3,9.6,4.5,963.51,78.25,1.5,18.7,0.7,-0.7,6.7,0.6,6,9.583,0
20151006,15.3,14.5,7.4,957.28,84.79,2.2,22,10.5,9.2,13.9,13.1,6,5.983,0
20151007,13.7,14.9,7.7,961.51,95.04,2.5,15.6,11.3,10.2,9.6,3.9,6,0,0
20151008,11.9,11.8,6.5,967.19,85.71,2,16.3,7.7,5.3,5.1,0,0,2.133,0
20151009,10.8,11.2,4.9,966.83,87.5,1.2,17.1,3.6,1.7,6.2,0,0,6.883,0
20151010,9.6,11.2,7,963.12,93.08,2.5,13.1,3,1.4,7,0,6,0,0
20151011,8,9.5,5.3,961.8,88.17,2.4,11.3,3.2,-0.6,5.7,0,6,2.033,0
20151012,4.8,6.9,3,963.45,81.83,2.3,11.2,-0.4,-3.5,8.1,0,0,9.267,0
20151013,5.1,8.3,7.8,961.63,94.63,-999,7.9,1,-0.3,6.2,16.5,6,0.1,-999
20151014,6.1,8.6,7.7,962.28,91.25,2.1,8.5,4.4,4.2,7.2,14.8,6,0.3,0
20151015,5,8.1,8,960.47,93.17,2.2,5.6,4.2,3.9,5.7,0.3,6,0,0
20151016,5.1,7.7,7.9,964.66,87.75,1.8,6.3,2.8,1.6,6.2,1.6,6,0.05,0
20151017,5.9,8,7.7,965.61,86.42,1.5,8.4,3.4,2.7,5.1,3.8,6,1.117,0
20151018,6.5,9.2,8,965.03,95.33,1.2,8.9,5.2,4.7,6,2.2,6,0.1,0
20151019,6.1,8.6,7.3,966.93,91.5,1.6,8.5,2.7,0.4,5.1,0,6,0.617,0
20151020,4.9,7.9,6.5,968.53,92.25,2,9.8,0.8,-1.6,6.7,0,6,1.117,0
20151021,6.6,8.8,6.7,967.88,91.08,1.4,10.4,3.4,1.3,5.1,0,0,1.467,0
20151022,8.8,9,7.6,966.29,80.17,3.3,12.2,5.9,5.3,9.3,0.1,6,2.033,0
20151023,9,10.6,6.8,971.1,92.46,2.6,12.8,2.1,0.1,7.4,0,6,0.183,0
20151024,6.7,9.5,7.2,968.25,96.33,1.9,11.6,2.8,0.8,5.1,0,6,4.217,0
20151025,8.2,10.1,7,971.53,91.67,1.4,14.4,2.1,0.1,5.1,0,6,0.533,0
20151026,8.8,10.7,5.3,968.23,94.29,2.3,14.3,4.7,0.2,6.9,0,0,3.417,0
20151027,7.9,10.2,7.5,965.4,95.46,2.5,9.3,4.7,1.1,6.2,0,0,0,0
20151028,6.8,9.5,6.9,960.83,96.42,1.5,8.6,2.1,-0.2,5.3,0,6,0,0
20151029,7.6,10.2,8,966.58,97.96,1.6,9.5,4.7,4.8,5.1,0,6,0,0
20151030,8.4,10.2,8,973.8,92.58,3,9.4,7.5,7.2,9.6,0,6,0,0
20151031,8.1,9.5,3.9,975.23,88.67,3.1,14.5,0.8,-2.5,9.3,0,0,5.317,0
20151101,4.2,7.2,0.1,977.53,88.04,1.1,15.1,-2.8,-4.9,5.1,0,0,9.433,0
20151102,1.8,6.1,0.8,975.07,88.29,1,13.3,-5.4,-8.2,3.4,0,7,8.65,0
20151103,2.4,6.6,3.5,969.54,90.5,1.2,12.4,-3.7,-4.8,5.7,0,0,7.1,0
20151104,7.6,8.8,6.3,970.04,85.38,1,16.6,-1.4,-2.5,3.1,0,0,1.917,0
20151105,7.5,9.1,3.4,970.27,89.04,1,16.6,0,-1.1,3.8,0,0,5.733,0
20151106,10.1,10.1,5.4,972.43,81.54,1.4,18.1,0.2,-0.9,5.7,0.2,6,4.7,0
20151107,12.6,13.3,6.5,974.91,91.13,2.3,18.2,6.5,2.7,6.7,0.6,6,1.983,0
20151108,13,13.4,5.6,976.22,89.38,2,18.3,7.7,5.4,5.5,0,0,6.65,0
20151109,12.8,11.6,5.4,973.67,78.71,4.8,19,3.2,1.5,14.7,0,6,1.767,0
20151110,13.9,10.4,5.9,974.12,66.21,5.7,18.4,7.4,4.9,13,0,0,7.233,0
20151111,10,8.8,3.3,973.65,72.92,2.3,16.2,0.2,-2.2,6.2,0,0,7.467,0
20151112,6.3,8.4,2.1,974.95,87.92,1.9,14.5,-0.6,-3.4,5.1,0,0,8.15,0
20151113,6.5,8.2,5.5,973.43,83.96,2.5,13,-1.7,-3.1,13.2,1.6,6,5.4,0
20151114,8.4,8,7.6,975.23,73.08,5.3,10.6,5.6,3.9,15.4,0.9,6,5.383,0
20151115,12.8,8.8,7.5,965.65,59.58,9.5,16.6,6.8,5.6,20.4,0,6,1.967,0
20151116,12.5,9.5,4.3,965.53,67.04,5.1,19.1,2.1,-1.1,13,0,0,8.2,0
20151117,10.3,9.4,7.2,964.62,75.63,5.8,15.9,0.6,-2,18.5,0.2,6,0.033,0
20151118,13.7,9.5,2.3,965.8,61.25,10.2,16.9,6.4,1.5,23.8,0,0,8.733,0
20151119,13.6,8.9,6.4,965.46,57.13,10.8,15.9,10.5,8.6,21.8,5.9,6,3.75,0
20151120,8.7,9.7,8,954.23,86.96,5.1,15.6,2.6,2.3,21.6,43.7,6,0,0
20151121,2.9,6.1,6.8,946.5,81.71,4,4.8,0.2,-0.5,13.9,1.7,8,2.6,0
20151122,0.6,5.4,7.3,953.58,84.21,4.7,1.8,-0.9,-3.2,10.1,0.3,7,0.7,0
20151123,0.4,5,5.4,967.93,79.46,3.9,3.5,-3.9,-7.3,10.1,0,0,3.6,0
20151124,-1.8,4.2,2.3,968.93,79.88,1.6,2.2,-6.5,-9.6,5.1,0.3,7,7.867,0
20151125,2,6.1,7.9,956.69,86.46,3.2,3.6,-0.8,-1.3,9.3,1,8,0,0
20151126,1.6,6.2,6.8,961.23,90.71,1.7,4.1,-3.2,-6,5.5,0,6,0.133,0
20151127,-0.3,5.6,6.8,965.06,93.5,1.2,2.1,-3.3,-6.3,3.6,0,0,0,0
20151128,1,5.7,7.2,963.44,86.13,5.2,2.9,-1.4,-4.3,13,1.5,8,1.417,0
20151129,5,6.5,7.4,966.95,73.75,10.7,9.1,0.4,-1.7,23.5,1,6,0,0
20151130,9.6,7.9,7.5,968.18,66,14.9,10.6,8.5,7.3,25.4,2,6,0,0
20151201,8.8,9.1,7.8,972.38,80.13,11.6,9.7,8.1,6.9,21.8,1.1,6,0,0
20151202,8.1,8.4,7.5,976.83,78.08,3.2,9.6,4.3,2.7,8.7,0,0,0,0
20151203,4.2,7,4.8,977.08,84.83,1.6,7.7,-3.8,-5.1,5.1,0,0,3.033,0
20151204,2.9,6.6,6.2,978.43,86.25,1.9,10,-5.5,-7.6,7.5,1.1,6,4.35,0
20151205,6,8.5,5.3,979.12,90.58,1.5,11.2,-1.4,-3.6,5.7,0,0,6.833,0
20151206,4.8,6.9,1.4,977.42,81,1.9,13.1,-2.4,-5.1,8.1,0,6,8.083,0
20151207,4.9,7.3,2.9,980.56,84.71,1.4,12.3,-1.5,-4.1,5.7,0.1,6,6.35,0
20151208,0.3,6.2,6.7,979.05,98.67,1.2,2.9,-2.3,-3.9,4.1,0,0,0,0
20151209,2.3,6.9,7.2,982.2,94.63,2.1,6.5,-1.4,-2.4,9.6,3.7,6,0.317,0
